Age,Gender,Height,Weight,Daily Calorie Target,Protein,Carbohydrates,Fat,Breakfast Suggestion,Lunch Suggestion,Dinner Suggestion,Snack Suggestion,Breakfast Category,Activity_Lightly Active,Activity_Moderately Active,Activity_Sedentary,Activity_Very Active,Goal_Maintenance,Goal_Muscle Gain,Goal_Weight Loss,Goal_Weight Maintenance,Diet_Omnivore,Diet_Vegan,Diet_Vegetarian,Breakfast Category Encoded
62.0,1,175.0,80.0,2000,100,200,60,breakfast burrito with beans and veggies,Tuna salad sandwich on whole-wheat bread,Chicken breast with roasted vegetables,Fruit and cheese,other,True,False,False,False,True,False,False,False,True,False,False,2
32.0,0,170.0,68.0,2200,120,280,60,tofu scramble with veggies and avocado toast,Lentil and veggie stir-fry with brown rice,Vegan burgers with sweet potato fries,Nuts and seeds,tofu-based,False,True,False,False,False,True,False,False,False,True,False,4
21.0,0,168.0,55.0,1500,60,160,40,overnight oats with fruit and nuts,Vegan chili with brown rice,Lentil soup with whole-wheat bread,Fruit and yogurt,oatmeal-based,False,False,True,False,False,False,True,False,False,True,False,1
40.0,1,185.0,90.0,3200,220,400,90,scrambled eggs with whole-wheat toast and fruit,Chicken breast with brown rice and vegetables,Steak with baked potato,Protein shake,egg-based,False,False,False,True,False,True,False,False,True,False,False,0
27.0,0,172.0,75.0,1900,80,210,50,greek yogurt with fruit and granola,Black bean burger on a whole-wheat bun with a side salad,Lentil and vegetable stew,Trail mix,yogurt-based,False,True,False,False,True,False,False,False,False,False,True,5
19.0,1,183.0,78.0,2000,120,200,50,oatmeal with fruit and nuts,Turkey and veggie wrap with whole-wheat tortilla,Chicken breast with broccoli and sweet potato,Fruit and yogurt,oatmeal-based,True,False,False,False,False,False,True,False,True,False,False,1
25.0,1,180.0,85.0,2200,150,250,60,oatmeal with berries and nuts,Grilled chicken salad with mixed greens,Salmon with roasted vegetables,Greek yogurt with fruit,oatmeal-based,False,True,False,False,False,False,True,False,True,False,False,1
32.0,0,165.0,60.0,2000,120,200,50,tofu scramble with vegetables,Lentil soup with whole grain bread,Chickpea curry with brown rice,Trail mix with nuts and seeds,tofu-based,True,False,False,False,False,True,False,False,False,True,False,4
55.0,1,175.0,90.0,1800,120,200,50,eggs with whole grain toast,Turkey sandwich on whole grain bread,Chicken stir-fry with brown rice,Fruit with yogurt,egg-based,False,False,True,False,False,False,True,False,True,False,False,0
68.0,0,160.0,70.0,1600,80,180,40,yogurt with fruit and granola,Vegetarian chili with whole grain bread,Lentil pasta with vegetables,Mixed nuts and seeds,yogurt-based,False,False,True,False,True,False,False,False,False,False,True,5
